nusoc;nucon;famgta;markli;apcoco;acircu;mcircu;utimot;pfco
32777;16;0350;QUADRO TECHNOLOGIE;QUADRO 3D;2013;6;S32;4
32777;17;0500;YAMAHA;T-MAX IE;2008;4;SCS;5
32777;18;0050;TNT MOTOR;OTTO;2017;6;SCB;0
32777;19;0050;TNT MOTOR;OTTO;2016;7;SCB;0
32777;20;0050;TNT MOTOR;OTTO;2016;7;SCB;0
32777;26;1200;BMW;R1200GS ABS  PACK;2013;8;TMR;11
32825;1;0125;HONDA;PANTHEON (FES);2006;8;SCG;1
32838;1;0600;HONDA;XL-R;1985;7;T;6
32863;1;0650;HONDA;CB 650F;2015;6;BS;7
32880;1;0125;CC;DAX REPLICA;2012;3;B;1
32894;1;0750;KAWASAKI;Z 750-S IE;2005;6;BS;7
32894;2;0125;KAWASAKI;KMX-B;2001;9;TS;1
32898;1;0500;PIAGGIO;MP3 LT BUSINESS ABS;2015;7;S32;5
32918;1;0600;YAMAHA;FZR-R;1994;3;SS;6
32965;1;0350;AEON;QUAD GOES S;2009;8;QM2;4
33026;1;1199;DUCATI;1199 PANIGALE S ABS;2012;3;HYS;11
33031;1;0600;HONDA;HORNET       (71KW);2005;3;SB;6
33229;1;0125;PIAGGIO;LIBERTY;2005;5;SGR;1
33232;6;0050;PEUGEOT;103;1983;1;B;0
33232;2;0650;YAMAHA;XJ;1982;8;B;7
33232;1;1000;HONDA;VTR SP2;2003;12;HYS;9
33232;3;1100;BMW;R1100GS;1996;1;TM;10
33232;4;0300;GAS GAS;EC ENDUCROSS;2000;12;EN;4
33232;5;0050;MOTOBECANE;AV79;1956;1;B;0
33243;1;0240;FANTIC MOTOR;TRIAL 245;1984;3;TR;1
33309;2;0125;HONDA;VT SHADOW;2000;2;CU;1
33309;1;0125;YAMAHA;MT-125;2015;7;B;1
33374;1;1100;DUCATI;HYPERMOTARD S;2008;3;SM;10
33473;1;01250000000000000;SUZUKI;TU125XT SUPER CLASSI;2000;11;B;1
33490;1;0600;HONDA;CB-F S ABS;2006;8;B;6
33497;1;0750;KAWASAKI;ZR-7 34CV;2002;7;B;7
33497;2;1000;SUZUKI;GSX 1000S ABS (FULL);2015;11;SB;9
33497;3;0750;KAWASAKI;"ZXR  ""STINGER""";1989;5;SS;7
33601;1;0050;MBK;OVETTO;2015;4;SCB;0
33622;1;0600;SUZUKI;BANDIT 34CV;2001;8;BS;6
33647;10;00500000000000000;YAMAHA;NEO'S;2015;7;SCB;0
33647;20;0050;YAMAHA;NEO'S;2016;4;SCB;0
33647;21;0050;YAMAHA;NEO'S;2016;4;SCB;0
33647;22;0050;YAMAHA;NEO'S;2016;4;SCB;0
33647;23;0050;YAMAHA;NEO'S;2016;4;SCB;0
33647;26;0125;PIAGGIO;VESPA PRIMAVERA 3V;2016;5;SCG;1
33647;30;0125;YAMAHA;X-MAX ABS;2015;5;SCS;1
33647;6;0050;PIAGGIO;ZIP;2016;6;SCB;0
33647;17;0050;PIAGGIO;ZIP;2016;4;SCB;0
33647;9;0050;YAMAHA;NEO'S;2015;7;SCB;0
33647;28;0125;PIAGGIO;VESPA PRIMAVERA 3V;2015;5;SCG;1
33647;35;0050;PIAGGIO;ZIP;2016;5;SCB;0
33647;1;0125;HONDA;PCX;2015;6;SGR;1
33647;2;01250000000000000;HONDA;PCX;2015;6;SGR;1
33647;3;0050;PEUGEOT;KISBEE 2T;2015;5;SCB;0
33647;4;0050;YAMAHA;NEO'S;2015;4;SCB;0
33647;8;0125;PIAGGIO;VESPA PRIMAVERA;2015;7;SCB;1
33647;11;0050;YAMAHA;NEO'S;2015;7;SCB;0
33647;12;00500000000000000;YAMAHA;NEO'S;2015;7;SCB;0
33647;15;01250000000000000;YAMAHA;CYGNUS X;2013;5;SCB;1
33647;16;0050;PIAGGIO;ZIP;2016;4;SCB;0
33647;18;0050;PIAGGIO;ZIP;2016;4;SCB;0
33647;19;0050;YAMAHA;NEO'S;2016;4;SCB;0
33647;24;0050;YAMAHA;NEO'S;2016;4;SCB;0
33647;25;0530;YAMAHA;T-MAX;2016;4;SCS;6
33647;27;0125;PIAGGIO;VESPA GTS SUPER;2015;5;SCB;1
33647;29;0125;YAMAHA;D'ELIGHT;2016;5;SCB;1
33647;7;0125;HONDA;PCX;2015;6;SGR;1
33647;13;0050;PIAGGIO;VESPA PRIMAVERA 2T;2015;7;SCB;0
33647;31;0125;HONDA;SH-I;2016;7;SGR;1
33647;32;0050;PIAGGIO;VESPA PRIMAVERA 2T;2016;6;SCB;0
33647;33;0050;PIAGGIO;VESPA PRIMAVERA 2T;2016;6;SCB;0
33647;34;0125;HONDA;FORZA (NSS125AD);2016;6;SCS;1
33647;36;0125;PIAGGIO;X EVO;2016;6;SCG;1
33708;2;0650;KAWASAKI;KLR;2001;10;T;7
33708;1;0400;HONDA;CM 400T;1980;5;CU;5
33752;1;0500;KAWASAKI;ER-5 (34CV);1998;11;B;5
33756;2;0250;HUSQVARNA;TE ENDURO;2007;4;EN;3
33776;1;0300;KAWASAKI;NINJA 300R ABS;2013;2;SS;4
33834;1;02500000000000000;HONDA;CB TWO FIFTY;1994;12;B;3
33843;1;06000000000000000;SUZUKI;BANDIT-S;2001;6;BS;6
33880;1;03000000000000000;HONDA;SH IE C-ABS;2015;7;SGR;3
33887;1;0850;YAMAHA;MT-09;2014;9;SB;8
33908;1;08000000000000000;BMW;R80RT MONOLEVER;1989;6;GT;8
33921;1;1000;SUZUKI;SV-S;2003;5;SS;9
33946;1;0650;SUZUKI;SV-S 34CV;2003;4;SS;7
33949;2;0125;SYM;XS;2015;7;B;1
33949;1;0050;SYM;ORBIT II;2014;5;SCB;0
33952;1;0800;MV AGUSTA;BRUTALE RR;2021;6;SB;8
33969;1;0750;KAWASAKI;Z 750-N IE;2007;10;SB;7
34011;1;0500;HONDA;"CB 500 ""PC32A"" 34CV";1996;6;B;5
34084;1;1200;HARLEY-DAVIDSON;SPORTSTER FORTY-EIGH;2015;1;B;11
34084;2;0750;IRBIT MOTO;URAL SPORTSMAN SIDE-;2005;8;SI;7
34084;3;1450;HARLEY-DAVIDSON;ROAD KING CLASSIC;2005;4;GT;13
34135;1;01250000000000000;HONDA;PCX;2010;11;SGR;1
34156;2;0900;TRIUMPH;THRUXTON IE;2011;5;B;8
34156;1;1000;MOTO GUZZI;V100 MANDELLO S;2023;3;BS;10
34156;3;1200;TRIUMPH;TROPHY;1998;10;GTS;11
34166;1;07000000000000000;YAMAHA;MT-07 MOTOCAGE;2015;7;BS;7
34181;1;1290;KTM;1290 SUPERDUKE GT;2020;7;BS;12
34181;2;1700;YAMAHA;MT-01;2005;3;BS;15
34181;3;0125;MOTOCONFORT;U46;1949;1;B;1
34181;4;0175;MOTOBECANE;BASIQUE TTES VERSION;1951;5;B;2
34242;1;00500000000000000;KYMCO;QUAD MXU;2009;7;QM1;1
34274;1;0300;KTM;EXC;2011;12;EN;4
34300;2;0700;HONDA;NC700SA C-ABS;2013;1;B;7
34336;1;0050;MASH;FIFTY;2017;5;B;1
34361;1;0650;SUZUKI;BANDIT 34CV;2005;4;BS;7
34390;1;1100;SUZUKI;GSX-R;1990;11;SS;10
34396;1;0450;KTM;EXC RACING MTT1;2007;1;EN;5
34523;1;0050;IMF;BIG PACH;2015;7;SCB;0
34582;1;1500;KAWASAKI;VN CLASSIC;1998;7;CU;13
34596;2;01250000000000000;SYM;GTS EFI;2012;10;SCG;1
34596;1;0125;SYM;GTS EFI;2012;10;SCG;1
34627;1;0700;YAMAHA;MT-07  35KW;2014;8;BS;7
34701;1;0600;YAMAHA;FZS FAZER 34CV;2002;9;BS;6
34769;1;0800;SUZUKI;MARAUDER (VZ);1997;10;CS;8
34773;1;0300;YAMAHA;QUAD GRIZZLY;2012;4;QM2;4
34777;1;0050;ZNEN;FLAMINGO VX;2015;8;SCB;0
34796;1;1000;HONDA;GOLDWING (GL);1979;5;B;9
34824;1;0125;KAWASAKI;KMX-B USAGE TT;2001;9;EN;1
34832;2;1400;SUZUKI;GSX;2005;2;B;13
34856;1;1200;YAMAHA;V-MAX;1989;10;CS;11
34896;2;0765;TRIUMPH;STREET TRIPLE RS;2017;9;SB;8
34896;3;07500000000000000;HONDA;CB-SEVEN FIFTY;1999;2;B;7
34896;4;1100;DUCATI;STREETFIGHTER V2 S;2009;5;SB;10
34906;1;0050;SKY TEAM;T-REX (VANVAN REPLIC;2010;10;B;0
34913;1;1200;TRIUMPH;TROPHY;1996;12;GTS;11
34967;1;1300;YAMAHA;FJR 1300;2001;4;GTS;12
34968;1;0050;SMC STANDARD MOTOR CORP;QUAD MASAI AXL;2015;7;QM1;1
34987;1;1150;BMW;R1150GS;2001;4;TM;11
34988;1;06000000000000000;YAMAHA;XTZ TENERE;1988;3;T;6
34989;1;0125;YAMAHA;XT-R;2008;4;T;1
34998;1;0750;SUZUKI;GSR;2011;7;SB;7
35007;1;0600;SUZUKI;GSX-R IE;2005;5;HYS;6
35023;1;0890;KTM;890 DUKE R;2024;6;SB;9
35043;1;1400;KAWASAKI;GTR;2012;3;GTS;12
35047;2;0125;PEUGEOT;TWEET;2014;5;SGR;1
35079;1;0650;SUZUKI;SV-N 34CV;2003;7;BS;7
35179;1;0660;YAMAHA;XT-X SM 34CV;2007;7;SM;7
35214;1;0600;HONDA;VT SHADOW;1997;4;CU;6
35308;2;05000000000000000;SUZUKI;GS-E;1995;9;B;5
35402;1;0800;TRIUMPH;TIGER ABS;2012;6;BS;8
35420;1;0600;YAMAHA;THUNDERCAT (YZF-R);1996;6;ST;6
35570;1;0125;KEEWAY;SILVERBLADE;2014;10;SCG;1
35577;1;0050;PEUGEOT;CITYSTAR;2015;7;SCG;0
35610;1;1200;BMW;R1200GS ABS  PACK;2014;1;TMR;11
35615;1;0050;VELOSOLEX;3800 S;1969;1;B;0
35710;1;01250000000000000;YAMAHA;YB-R;2012;2;B;1
35716;1;0125;HONDA;CM-C;1993;5;CU;1
35723;1;0800;YAMAHA;FZ8 R;2012;3;SB;8
35723;3;0600;YAMAHA;XJ6  34CV;2013;3;B;6
35763;1;0800;HONDA;VFR-F;1999;5;ST;8
35784;1;0125;SYM;GTS EFI;2015;7;SCG;1
35851;3;1200;HONDA;GOLDWING LTD;1986;8;GT;11
35851;1;0650;SUZUKI;SV-S 34CV;2001;7;SS;7
35851;2;0650;HONDA;SLR;1996;12;B;7
35951;1;0125;YAMAHA;VITY;2008;11;SCB;1
35991;2;0675;TRIUMPH;STREET TRIPLE R ABS;2014;9;SB;7
35991;3;0850;YAMAHA;MT-09 ABS (FULL);2017;1;SB;8
36060;1;0125;PIAGGIO;FLY IE 3V (NEW FLY);2016;4;SCB;1
36060;2;0696;DUCATI;MONSTER;2009;3;BS;7
36069;1;0125;MASH;SEVENTY FIVE;2015;8;B;1
36074;1;0750;KAWASAKI;Z 750-N IE;2012;9;SB;7
36113;2;0750;HONDA;AFRICA TWIN;2003;1;TM;7
36113;3;0250;YAMAHA;TT-R;2005;1;EN;3
36194;1;1250;BMW;R1250GS;2022;4;TMR;12
36300;1;0600;HONDA;TRANSALP +35KW;1989;5;TMR;6
36390;2;1700;TRIUMPH;THUNDERBIRD COMMANDE;2015;7;CS;15
36409;1;0650;SUZUKI;GLADIUS ABS;2015;8;BS;7
36525;3;0850;YAMAHA;MT-09 TRACER;2017;2;BS;8
36525;1;0750;HONDA;VT SHADOW;1997;7;CU;7
36525;4;0125;YAMAHA;YB-R;2011;10;B;1
36526;1;1500;HONDA;GOLD WING ASPENCADE;1992;4;GT;14
36545;2;0125;YAMAHA;TW;2000;6;T;1
36545;1;0500;HONDA;CB 500XA;2018;5;B;5
36616;1;0600;YAMAHA;XJ;1988;1;B;6
36626;1;0050;KYMCO;AGILITY CITY+  4T;2014;11;SGR;0
36630;1;0600;SUZUKI;BANDIT 34CV;2003;4;BS;6
36665;1;0125;PIAGGIO;VESPA GTS SPORT;2013;1;SCB;1
36731;2;0900;TRIUMPH;SPRINT SPORT;1998;10;RS;8
36731;1;0620;DUCATI;MONSTER IE;2002;1;BS;6
36733;3;0125;VESPA;SCOOTER ACMA;1953;5;SCB;1
36733;2;0125;PIAGGIO;VESPA PRIMAVERA ET3;1978;1;SCB;1
36733;1;1100;BMW;R1100RT;1999;7;GT;10
36733;4;0800;BMW;R80RT MONOLEVER;1987;2;GT;8
36788;1;0125;KEEWAY;RKV;2013;8;B;1
36802;1;06000000000000000;SUZUKI;"GSX-R ""MODIFIEE CIRC";1998;4;SS;6
36802;2;06750000000000000;TRIUMPH;STREET TRIPLE R ABS;2015;10;SB;7
36818;1;0650;ROYAL ENFIELD;CONTINENTAL GT;2021;7;B;7
36828;1;0320;YAMAHA;YZF-R3;2015;8;SS;4
36858;1;0650;SUZUKI;BANDIT IE;2008;6;BS;7
36915;1;1000;YAMAHA;R1 (YZF-R1);2001;1;HYS;9
37008;4;0750;SUZUKI;GSR ABS;2016;9;SB;7
37008;1;0600;SUZUKI;BANDIT;1997;6;BS;6
37130;1;0600;SUZUKI;BANDIT-S;2002;1;BS;6
37145;1;0600;HONDA;HORNET 34CV;2002;10;SB;6
37150;2;1200;HARLEY-DAVIDSON;SPORTSTER FORTY-EIGH;2011;10;B;11
37163;1;0300;PIAGGIO;MP3 LT;2010;6;S32;4
37185;1;0400;BOMBARDIER-BRP;QUAD OUTLANDER MAX;2007;5;QM2;5
37240;1;1000;YAMAHA;R1 IE (YZF-R1);2007;3;HYS;9
37240;2;0600;KAWASAKI;"ZX-6R NINJA ""MODIFIE";2007;12;SS;6
37267;1;0600;SUZUKI;BANDIT;2005;1;BS;6
37429;1;0125;PIAGGIO;VESPA PX;2015;8;SCB;1
37455;1;0125;APRILIA;RS4;2015;9;SS;1
37455;2;0650;KAWASAKI;NINJA 650 35KW;2018;4;SS;7
37459;1;0850;YAMAHA;MT-09;2014;5;SB;8
37505;2;0070;HONDA;DAX;1983;1;B;1
37505;4;0750;SUZUKI;GSX-F;1999;6;ST;7
37505;3;0070;HONDA;DAX;1983;10;B;1
37525;1;0800;KAWASAKI;Z800;2015;8;SB;8
37558;1;0675;TRIUMPH;STREET TRIPLE;2008;2;SB;7
37600;1;1000;BMW;S1000RR PACK PRO;2015;9;HYS;9
37677;3;0125;YAMAHA;YZF-R;2008;11;RS;1
37761;1;1200;DUCATI;MULTISTRADA V4 S SPO;2021;6;BS;12
37798;1;0050;IMF;NEW PACH;2015;9;SCB;0
37826;1;0050;HONDA;VISION;2014;1;SGR;0
37826;2;0110;HONDA;VISION;2018;12;SGR;1
37931;1;0125;PIAGGIO;MP3 IE TOURING;2010;8;SC3;1
37941;1;0500;YAMAHA;XT;1980;6;T;5
37966;1;0850;YAMAHA;MT-09 ABS;2016;5;SB;8
37980;3;0125;HONDA;MSX125;2014;8;B;1
37983;2;0650;SUZUKI;DR 650 SET;2001;8;T;7
37997;1;06000000000000000;HONDA;HORNET;2003;1;SB;6
38026;1;0650;KAWASAKI;Z650  35KW;2017;2;BS;7
38026;2;0500;HONDA;CB 500FA;2015;5;B;5
38062;1;00500000000000000;RIDE;CLASSIC;2014;12;SCB;0
38073;2;0650;HONDA;DOMINATOR;1995;6;T;7
38073;1;0125;HONDA;CB-K5;1974;5;B;1
38073;3;0700;BMW;F700GS (800CM3);2019;3;TMR;8
38121;1;1000;DUCATI;GT;2006;5;B;9
38123;1;0800;KAWASAKI;W800;2015;9;B;8
38134;1;08000000000000000;YAMAHA;FZ8;2011;1;SB;8
38135;1;0125;HONDA;PCX (WW125);2015;9;SGR;1
38140;1;0050;PIAGGIO;LIBERTY 4T;2015;9;SGR;0
38164;1;1000;HONDA;VARADERO IE;2005;5;TMR;9
38186;1;0300;BETAMOTOR;EVO 2T;2013;1;TR;4
38230;1;0125;YAMAHA;X-MAX;2006;7;SCS;1
38332;1;0800;KAWASAKI;"Z800 ""E""";2015;9;BS;8
38333;1;0450;HM;CRE-FX MTT1;2009;2;EN;5
38376;1;0600;SUZUKI;GSX-R IE;2009;10;HYS;6
38500;1;0690;KTM;DUKE ABS;2013;9;BS;7
38585;1;1000;BRP CAN-AM;CAN-AM SPYDER RS SE5;2010;8;TM2;9
38624;1;0500;GILERA;FUOCO;2007;7;SC3;5
38656;1;0125;LIFANG;RETRO;2009;11;SCB;1
38677;1;0600;SUZUKI;GSR;2008;8;SB;6
38750;1;0650;SUZUKI;V-STROM 34CV;2005;7;TMR;7
38769;1;0675;TRIUMPH;STREET TRIPLE;2011;1;SB;7
38794;1;1200;BMW;R1200GS ABS;2014;5;TMR;11
38794;2;1690;HARLEY-DAVIDSON;DYNA STREET BOB LIMI;2014;6;CU;15
38810;2;1200;HARLEY-DAVIDSON;SPORTSTER SPORT;1999;1;B;11
38810;4;1800;HONDA;GOLDWING CONFORT;2008;12;GT;16
38810;1;1130;HARLEY-DAVIDSON;NIGHT-ROD SPECIAL;2007;1;CS;10
38867;1;0600;SUZUKI;BANDIT;2003;3;BS;6
38981;1;0125;YAMAHA;MT-125 ABS;2015;9;B;1
38990;1;0125;PIAGGIO;X EVO;2011;9;SCG;1
39033;1;0600;SUZUKI;BANDIT;2001;4;BS;6
39121;1;1250;HARLEY-DAVIDSON;V-ROD ABS;2008;9;CS;11
39163;2;1800;HONDA;GOLDWING AIRBAG;2015;6;GT;16
39216;1;0500;PIAGGIO;MP3 LT BUSINESS;2013;9;S32;5
39265;1;0300;GAS GAS;EC RACING;2017;10;EN;4
39330;1;1200;BMW;R NINE T;2015;4;B;11
39331;1;0600;HONDA;HORNET S  34CV;2002;3;BS;6
39334;1;0650;KAWASAKI;VERSYS ABS;2020;9;B;7
39334;2;1000;KAWASAKI;NINJA SX;2022;3;ST;10
39423;1;0050;PEUGEOT;VIVACITY (NEW) 4T;2009;10;SCB;0
39493;1;0899;DUCATI;PANIGALE;2014;2;HYS;9
39511;1;0750;SUZUKI;GSX INAZUMA;2003;1;B;7
39511;3;0750;SUZUKI;GSX INAZUMA;1998;11;B;7
39511;2;0600;KAWASAKI;ZZR;2000;10;ST;6
39699;1;0675;TRIUMPH;STREET TRIPLE R ABS;2015;9;SB;7
39745;1;1150;BMW;R1150R ABS IS;2003;1;B;11
39754;2;00500000000000000;YIYING;WALLIBI;2009;1;SCB;0
39754;1;0750;SUZUKI;GSX-F;1992;8;ST;7
39844;1;0750;KAWASAKI;Z 750-N IE;2005;2;SB;7
39909;1;05000000000000000;YAMAHA;T-MAX IE TECH MAX;2012;7;SCS;5
39986;1;0125;PEUGEOT;DJANGO SPORT;2015;6;SCB;1
40206;1;1000;YAMAHA;R1 IE (YZF-R1);2002;8;HYS;9
40217;2;0400;SUZUKI;QUAD LT-Z SI HOMOLOG;2010;2;QM2;0
40224;1;0675;TRIUMPH;DAYTONA;2006;9;HYS;7
40419;1;0050;IMF;BIG PACH;2015;6;SCB;0
40457;1;0600;YAMAHA;FZS FAZER;1998;5;BS;6
40511;1;0050;EVO SXT;TROTTINETTE SXT H800;2015;9;B;0
40556;2;0690;KTM;SMC-R;2014;7;SM;7
40556;1;1300;BRP CAN-AM;CAN-AM SPYDER RT SE6;2014;2;TM2;12
40591;1;0800;YAMAHA;FZ8;2013;4;SB;8
40621;1;0050;LINTEX;VERONA;2017;6;SCB;0
40632;1;0050;PIAGGIO;FLY 2T;2015;10;SCB;0
40850;2;0748;DUCATI;STRADA BIPOSTO;1999;6;HYS;7
40850;4;0750;KAWASAKI;"GPZ ""ZX""";1983;6;RS;7
40850;1;0750;KAWASAKI;Z750L;1986;10;B;7
40991;1;0125;YAMAHA;DTLC;1988;4;T;1
40999;1;0800;KAWASAKI;Z800;2013;3;SB;8
41045;1;0050;JM MOTORS;OLDIES;2015;10;SCB;0
41115;1;0650;SUZUKI;SV-S 34CV;2002;7;SS;7
41129;1;07000000000000000;YAMAHA;MT-07 ABS;2014;7;BS;7
41234;1;0600;HONDA;HORNET;2001;5;SB;6
41250;1;0750;SUZUKI;GSR;2014;10;SB;7
41265;1;0650;SUZUKI;SV-N;1999;5;BS;7
41272;1;0500;KAWASAKI;EN 500 SUNSET;1996;6;CU;5
41306;4;10000000000000000;YAMAHA;FZS FAZER;2002;8;SB;9
41322;1;0300;SYM;GTS EVO;2011;8;SCG;3
41346;1;00500000000000000;PEUGEOT;SPEEDFIGHT X'TEAM;2006;1;SCS;0
41349;1;0675;TRIUMPH;STREET TRIPLE R;2009;4;SB;7
41349;2;0250;BETAMOTOR;EVO 2T;2009;4;TR;3
41406;1;0650;SUZUKI;BANDIT IE 34CV;2012;3;BS;7
41406;2;0675;TRIUMPH;STREET TRIPLE R;2011;4;SB;7
41414;1;0125;SUZUKI;BURGMAN IE;2018;5;SCG;1
41418;1;1125;BUELL;1125-R;2008;6;HYS;9
41454;1;0750;HONDA;CB-SEVEN FIFTY;1992;1;B;7
41494;2;0250;HM;CRE-X;2005;4;EN;3
41494;1;0600;YAMAHA;FZR;1994;4;ST;6
41539;1;06500000000000000;SUZUKI;SV-N;2003;5;BS;7
41547;1;0300;HONDA;SH IE ABS;2019;11;SGR;3
41665;1;0955;TRIUMPH;SPRINT RS;2000;11;ST;9
41705;3;00500000000000000;SHENKE;SILVER;2016;9;SCB;0
41721;1;0883;HARLEY-DAVIDSON;SPORTSTER;1997;3;B;9
41721;2;0650;SUZUKI;DR 650 RS;1992;6;T;7
41761;1;0650;KAWASAKI;ER-6N;2010;5;BS;7
41855;1;0796;DUCATI;MONSTER ABS  35KW;2012;10;BS;8
41920;1;0125;YAMAHA;TY (+15CV);1979;5;TR;1
41920;2;0500;ROYAL ENFIELD;BULLET CLASSIC EFI M;2015;6;B;5
41963;1;0650;SUZUKI;GLADIUS  34CV;2011;4;BS;7
41963;2;0600;SUZUKI;GSR;2010;5;SB;6
41984;1;0800;KAWASAKI;"Z800 ""E""";2017;6;BS;8
42012;1;1000;YAMAHA;R1 IE (YZF-R1);2002;10;HYS;9
42179;1;0900;POLARIS;SSV RZR XP;2013;3;QM2;8
42200;1;0250;GAS GAS;TXT PRO;2006;11;TR;3
42200;3;0125;YAMAHA;TY (+15CV);1983;1;TR;1
42200;2;0200;KTM;EXC MTT1;2009;5;EN;3
42207;1;0600;SUZUKI;BANDIT;1997;1;BS;6
42224;1;0125;HONDA;VARADERO IE;2008;7;TMR;1
42224;3;0800;SUZUKI;INTRUDER C800;2012;4;CS;8
42224;4;0300;KAWASAKI;Z300 ABS;2015;2;B;4
42273;1;1000;YAMAHA;FZS FAZER;2002;6;SB;9
42333;1;0883;HARLEY-DAVIDSON;SPORTSTER IRON ABS 3;2017;1;B;9
42396;1;1250;SUZUKI;BANDIT-S ABS;2009;3;BS;12
42405;1;0600;HONDA;HORNET IE C-ABS;2013;12;SB;6
42430;1;0050;DERBI;SENDA R X-TREME;2017;11;TS;0
42440;1;1100;HONDA;CB 1100 BADSEEDS;2015;10;B;10
42487;1;0800;HONDA;VFR-F V-TEC ABS;2002;8;ST;8
42519;1;0600;SUZUKI;BANDIT;2004;6;BS;6
42519;2;0800;HONDA;VFR-F V-TEC ABS;2007;10;ST;8
42538;1;04220000000000000;PIAGGIO;APE CALESSINO;2011;5;TM2;5
42546;1;0650;KAWASAKI;ER-6N;2014;11;BS;7
42557;1;0400;SUZUKI;DRZ-S;2002;2;TS;5
42557;2;0600;SUZUKI;GSX-R IE;2002;6;HYS;6
42726;1;0125;PIAGGIO;FLY IE;2014;12;SCB;1
42736;1;00500000000000000;TNT MOTOR;GRIDO;2012;1;SCS;0
42804;2;0650;KAWASAKI;ER-6N  35KW;2014;9;BS;7
42813;1;00500000000000000;PIAGGIO;VESPA PRIMAVERA 2T;2015;11;SCB;0
42883;1;1100;HONDA;PAN EUROPEAN;1992;8;GT;10
42906;1;0750;HONDA;AFRICA TWIN;1991;3;TM;7
42917;2;0500;HONDA;CB 500;1996;8;B;5
42917;3;0750;SUZUKI;GSR;2012;10;SB;7
42983;1;1250;BMW;R1250GS ADVENTURE EX;2020;7;TM;12
43032;1;1340;HARLEY-DAVIDSON;SOFTAIL HERITAGE;1997;3;CU;12
43032;2;0125;HARLEY-DAVIDSON;SXT;1976;11;T;1
43032;3;0125;PEUGEOT;SERIE 55;1949;6;B;1
43062;1;0600;HONDA;CB-F IE;2008;4;B;6
43062;2;1000;HONDA;CB 1000R;2010;3;SB;9
43062;3;1000;KAWASAKI;ZX-10R NINJA;2006;12;HYS;10
43117;1;0125;KTM;DUKE ABS;2013;11;B;1
43134;1;1000;SUZUKI;GSX 1000S ABS;2015;11;SB;9
43149;2;0050;HONDA;ZOOMER (NPS);2004;11;SCB;0
43149;4;0125;SACHS;ZZ SUPERMOTARD;2001;12;SM;1
43151;1;0500;YAMAHA;T-MAX IE;2007;5;SCS;5
43163;2;1700;YAMAHA;MT-01;2005;4;BS;15
43163;1;0700;YAMAHA;MT-07;2014;11;BS;7
43220;1;00500000000000000;PIAGGIO;ZIP;2012;1;SCB;0
43235;1;0600;SUZUKI;BANDIT;1998;9;BS;6
43324;2;1050;TRIUMPH;SPEED TRIPLE S;2017;7;SB;10
43344;1;0125;YAMAHA;YZF-R;2008;4;RS;1
43386;1;06000000000000000;YAMAHA;XJ6   35KW;2013;6;B;6
43401;1;0750;KAWASAKI;Z 750-N IE LIMITED E;2009;12;SB;7
43405;2;0650;KAWASAKI;Z650  35KW;2017;7;BS;7
43405;1;0125;KTM;DUKE ABS;2015;7;B;1
43482;1;0300;YAMAHA;TRICITY 300 (MWD300);2020;10;S32;4
43509;2;0500;PIAGGIO;MP3 LT BUSINESS;2013;4;S32;5
43509;3;0500;PIAGGIO;MP3 LT BUSINESS;2013;4;S32;5
43509;1;0800;BMW;F800GS;2010;6;TM;9
43584;1;1000;KAWASAKI;ZX-10R NINJA;2007;6;HYS;10
43660;2;0125;YAMASAKI;SCOOTER;2016;10;SCB;1
43660;1;0125;YAMASAKI;SCOOTER;2017;5;SCB;1
43709;2;0750;SUZUKI;GSX S750;2017;1;SB;7
43709;1;0400;SUZUKI;DRZ-S;2000;2;TS;5
43775;1;0050;JONWAY;SCOOTER;2015;11;SCB;0
43785;1;0600;HONDA;HORNET;2001;5;SB;6
43876;1;0650;SUZUKI;SV-N 34CV;2002;4;BS;7
43913;1;0050;PIAGGIO;ZIP;2011;4;SCB;0
44000;1;0125;SYM;GTS EVO;2010;10;SCG;1
44014;4;1000;DUCATI;GT;2008;10;B;9
44014;2;1098;DUCATI;STREETFIGHTER;2009;7;SB;10
44014;5;0695;DUCATI;MONSTER;2017;2;BS;7
44028;2;0900;TRIUMPH;THUNDERBIRD CLASSIC;1997;6;B;8
44028;1;0350;KTM;FREERIDE USAGE TT;2012;9;EN;4
44057;2;0600;YAMAHA;XTZ TENERE;1986;7;T;6
44057;3;0696;DUCATI;MONSTER;2009;5;BS;7
44121;1;0250;SHERCO;SE 2.5 FACTORY;2022;4;EN;3
44204;1;0800;YAMAHA;FZ8;2012;3;SB;8
44204;2;0800;YAMAHA;FZ8;2012;3;SB;8
44226;1;0675;TRIUMPH;STREET TRIPLE MODIFI;2009;3;SB;7
44226;2;0690;KTM;SUPERMOTO;2008;9;SM;7
44239;3;0850;YAMAHA;MT-09 TRACER;2016;10;BS;8
44389;1;0800;KAWASAKI;"Z800 ""E"" ABS";2015;12;BS;8
44396;1;0800;KAWASAKI;W800 SPECIAL EDITION;2012;8;B;8
44455;2;0125;YAMAHA;X-MAX ABS;2017;12;SCS;1
44548;1;1290;KTM;SUPER ADVENTURE S;2017;4;TMR;12
44617;1;0650;YAMAHA;DRAG STAR;1997;7;CU;7
44770;2;0125;DAELIM;ROADWIN;2006;7;BS;1
44770;1;1000;HONDA;CB 1000R;2010;6;SB;9
44823;1;0350;PIAGGIO;MP3 LT;2019;2;S32;4
44845;1;0650;KAWASAKI;ER-6N ABS 34CV;2011;4;BS;7
